id,text,label,dataset_id
029-0000539-9,Sponsored Wow Scientists discover blood pressure improving effects of 3 common foods,1,29
029-0000900-17,This group clearly has an ax to grind a record of deception and plenty of patrons in the Military Industrial Complex who stand to make billions of dollars from the New Cold War ,0,29
029-0001286-38,Literally no one but the KKK and other extreme racists has any trouble understanding that Nazis are worse than the people protesting against hate It is a hallucination or political tricksterism to suggest normal citizens can t distinguish the moral difference between Nazis and those demonstrating against racism ,1,29
029-0001078-5,Morning Joe s Joe Scarborough mentioned Vance s handling of the Trump s case before stating I can t believe that in 2017 this is how justice is actually performed in Manhattan ,0,29
029-0000492-6,White supremacists aren t being allowed to express themselves through song either Spotify is purging white supremacist music from its archives And Pandora said it s making sure there s nothing like that on its service ,0,29
029-0000189-4, Climate change poses less of an immediate threat to the planet than previously thought because scientists got their modelling wrong reports the UK Telegraph New research by British scientists reveals the world is being polluted and warming up less quickly than 10 year old forecasts predicted giving countries more time to get a grip on their carbon output ,1,29
029-0000125-32,In any case reports indicate that several guns including at least eight rifles were found in the room rented by Paddock and Danley ,0,29
029-0000966-8,What if a presidential adviser states that the president asked him to write a ban on Jewish immigrants that would seem legal ,1,29
029-0000112-1,Hours after receiving the news she was called by someone claiming to be from her telephone provider who told her a direct debit payment had failed ,0,29
029-0001128-15,Still what s done is done Many fans followers media outlets and social media users have already shown their disapproval of Wayne s negligence He was even dubbed Donkey of the Day by Power 105 1 radio jock Charlemagne The God just hours after the interview segment was released According to TMZ Wayne also fired his publicists after the Nightline episode aired ,0,29
029-0000879-25,One Chinese vendor was trying to pass off mud flakes as pepper ,1,29
029-0000219-38, Either you are with us or you are with the terrorists ,1,29
029-0000370-0,Barack Obama has shortened the sentence of whistleblower Chelsea Manning She will be released on May 17 instead of remaining in military custody until 2045 as originally sentenced ,1,29
029-0000682-6, One attorney was stalked inside the courthouse by a man with a swastika tattoo and a shaved head wearing quasi military type attire He then left and shortly thereafter she received threatening messages and had to seek protection at a safe house ,1,29
029-0000433-3,Meanwhile the name of The Weinstein Company will be changed and Weinstein s name will be taken off future projects ,1,29
029-0000936-6,From the Washington Post ,1,29
029-0000453-8,On Tuesday Trump is expected to announce that DACA will come to an end in six months The six months give a deeply divided Republican held Congress an opportunity to do something it has struggled to do Immigration reform ,0,29
029-0001256-4,When Escaramilla missed a day of work for a medical appointment in August a delivery driver showed up with 800 pounds of fajitas and another employee was baffled by the order the juvenile department did not serve the sizzling entree ,0,29
029-0000312-5,CBS Boston confirms Trump wasn t lying about getting a letter from Bill Belichick but was he right about getting Tom Brady s vote ,0,29
029-0001027-11,And we d really like to hear what the NYPD has to say about all of this ,0,29
029-0000904-3, Sarsour is a fraud Hikind said She talks out of both sides of her mouth One minute she s claiming to be a disciple of the great Dr Martin Luther King Jr and the next she s standing with a terrorist on stage at an event Rasmea Odeh and singing praises of that terrorist to an audience I won t be the least bit surprised to hear that her little Jewish cemetery publicity stunt wasn t quite what she made it out to be ,1,29
